species,genus,family,species.relative,genus.relative
Aleuritopteris leptolepis,Aleuritopteris,Pteridaceae
Aleuritopteris grisea,Aleuritopteris,Pteridaceae
Aleuritopteris formosana,Aleuritopteris,Pteridaceae
Aleuritopteris duthiei,Aleuritopteris,Pteridaceae
Aleuritopteris dubia,Aleuritopteris,Pteridaceae
Aleuritopteris dealbata,Aleuritopteris,Pteridaceae
Aleuritopteris chrysophylla,Aleuritopteris,Pteridaceae
Aleuritopteris bicolor,Aleuritopteris,Pteridaceae
Aleuritopteris argentea,Aleuritopteris,Pteridaceae
Aleuritopteris anceps,Aleuritopteris,Pteridaceae
Aleuritopteris albomarginata,Aleuritopteris,Pteridaceae
Aglaomorpha quercifolia,Aglaomorpha,Polypodiaceae
Aglaomorpha propinqua,Aglaomorpha,Polypodiaceae
Aglaomorpha mollis,Aglaomorpha,Polypodiaceae
Aglaomorpha coronans,Aglaomorpha,Polypodiaceae
Adiantum wattii,Adiantum,Pteridaceae
Adiantum venustum,Adiantum,Pteridaceae
Adiantum tibeticum,Adiantum,Pteridaceae
Adiantum philippense,Adiantum,Pteridaceae
Adiantum pedatum,Adiantum,Pteridaceae
Adiantum myriosorum,Adiantum,Pteridaceae
Adiantum incisum,Adiantum,Pteridaceae
Adiantum edgeworthii,Adiantum,Pteridaceae
Adiantum caudatum,Adiantum,Pteridaceae
Adiantum capillus-veneris,Adiantum,Pteridaceae
Acystopteris tenuisecta,Acystopteris,Cystopteridaceae
Actiniopteris semiflabellata,Actiniopteris,Pteridaceae
